order_id,order_date,customer_id,product_category,region,quantity,unit_price,discount,payment_method,delivery_days,customer_rating,revenue
11229,2938,1882,2,1,7,387.26,0.07,1,2,2.5,2521.06
11230,2952,1006,2,2,7,401.1,0.1,0,6,2.1,2526.93
11231,2966,1002,1,3,5,184.04,0.31,1,10,4.1,634.94
11232,2980,1622,2,3,4,97.33,0.06,1,11,1.8,365.96
11233,2994,1918,0,1,5,106.63,0.32,1,2,1.9,362.54
11234,3008,1749,3,3,4,389.04,0.18,0,5,1.2,1276.05
11235,3022,1362,0,0,2,525.63,0.25,1,4,1.8,788.44
11236,3050,1750,2,1,6,254.56,0.04,1,7,2.5,1466.27
11237,3064,1507,0,1,7,114.17,0.09,0,4,2.6,727.26
11238,3078,1273,1,1,2,457.61,0.34,0,7,2.7,604.05
11239,3092,1505,2,2,5,502.01,0.09,1,11,2.9,2284.15
11240,3106,1805,2,3,3,530.14,0.1,0,8,3.3,1431.38
11241,3120,1738,2,2,1,370.0,0.07,1,7,1.8,344.1
11242,3134,1882,3,0,3,518.53,0.05,2,2,3.5,1477.81
11243,3148,1014,1,3,3,24.02,0.08,1,11,2.3,66.3
11244,3162,1191,2,2,1,77.73,0.22,2,1,3.9,60.63
11245,3176,1984,1,1,6,69.16,0.16,2,5,3.2,348.57
11246,3204,1630,2,2,2,431.87,0.19,0,7,3.2,699.63
11247,3218,1484,1,1,2,55.71,0.04,1,1,3.7,106.96
11248,3316,1027,1,2,6,305.37,0.28,0,11,2.3,1319.2
11249,3470,1713,3,2,1,291.53,0.27,1,8,2.7,212.82
11250,3624,1038,3,2,4,196.76,0.01,2,3,3.3,779.17
11251,3652,1952,1,1,3,524.19,0.13,0,7,2.7,1368.14
11252,3666,1272,1,2,5,114.7,0.02,2,3,2.8,562.03
11253,3680,1230,1,3,2,221.19,0.28,0,4,2.1,318.51
11254,3694,1085,3,3,6,467.89,0.26,0,8,2.1,2077.43
11255,3708,1473,2,3,5,32.8,0.32,0,2,3.8,111.52
11256,3722,1125,2,1,7,408.68,0.08,1,6,1.0,2631.9
11257,3330,1811,2,1,1,492.59,0.16,0,10,1.4,413.78
11258,3344,1536,1,3,5,560.38,0.06,0,9,4.8,2633.79
11259,3358,1144,1,3,5,527.63,0.13,2,10,1.7,2295.19
11260,3372,1524,3,3,3,201.84,0.18,0,9,2.7,496.53
11261,3386,1211,2,0,1,358.02,0.02,2,5,4.4,350.86
11262,3400,1024,1,3,5,60.22,0.25,2,3,1.0,225.82
11263,3414,1579,3,2,2,165.85,0.19,0,6,4.7,268.68
11264,3428,1393,3,0,1,70.12,0.29,1,9,1.2,49.79
11265,3442,1066,1,0,2,199.38,0.1,0,6,1.7,358.88
11266,3456,1232,1,1,6,526.98,0.32,1,4,1.1,2150.08
11267,3484,1108,2,2,6,218.09,0.35,1,11,3.1,850.55
11268,3498,1145,0,1,7,343.71,0.32,1,5,4.8,1636.06
11269,3512,1110,2,1,4,268.53,0.27,2,7,4.4,784.11
11270,3526,1227,0,2,6,283.47,0.28,1,10,3.6,1224.59
11271,3540,1110,3,1,5,582.2,0.2,0,3,1.7,2328.8
11272,3554,1469,1,2,1,188.25,0.07,2,9,4.5,175.07
11273,3568,1033,2,2,6,381.98,0.24,0,1,4.0,1741.83
11274,3582,1622,1,1,2,260.74,0.25,0,8,2.1,391.11
11275,3596,1775,1,3,5,50.77,0.34,0,5,4.2,167.54
11276,3610,1935,2,1,6,301.26,0.19,1,10,4.5,1464.12
11277,3638,1368,3,0,3,490.81,0.09,1,9,3.8,1339.91
11278,3736,1747,0,1,2,72.77,0.24,2,2,1.4,110.61
11279,3890,1594,1,2,7,55.71,0.34,1,1,4.9,257.38
11280,4044,1553,3,0,7,104.87,0.06,0,10,1.3,690.04
11281,4086,1424,2,2,7,462.17,0.11,0,7,3.6,2879.32
11282,4100,1612,1,3,2,438.54,0.19,1,10,1.4,710.43
11283,4114,1517,2,3,7,345.54,0.06,2,11,4.6,2273.65
11284,4128,1691,1,0,4,288.91,0.01,0,9,2.4,1144.08
11285,4142,1281,0,3,3,534.67,0.12,1,5,3.0,1411.53
11286,4156,1319,3,3,4,463.52,0.3,2,11,1.7,1297.86
11287,3750,1737,2,1,6,489.99,0.02,0,4,3.2,2881.14
11288,3764,1442,1,1,3,490.76,0.15,0,4,4.8,1251.44
11289,3778,1951,1,3,2,390.99,0.27,0,8,4.6,570.85
11290,3792,1314,1,3,4,282.94,0.33,1,1,1.3,758.28
11291,3806,1876,3,1,5,520.84,0.34,0,1,2.5,1718.77
11292,3820,1965,3,3,3,556.71,0.15,1,8,2.1,1419.61
11293,3834,1740,1,3,2,28.93,0.33,0,2,2.9,38.77
11294,3848,1376,1,2,1,45.16,0.01,0,10,4.3,44.71
11295,3862,1288,2,3,3,575.86,0.26,2,6,4.0,1278.41
11296,3876,1436,2,0,3,177.14,0.22,0,2,2.4,414.51
11297,3904,1661,1,2,6,525.92,0.09,1,5,2.5,2871.52
11298,3918,1276,1,0,5,242.45,0.18,2,3,3.6,994.04
11299,3932,1709,3,3,6,84.67,0.05,0,7,1.8,482.62
11300,3946,1581,3,1,7,62.06,0.31,0,9,1.4,299.75
11301,3960,1502,2,2,3,106.56,0.13,1,2,2.0,278.12
11302,3974,1623,1,1,3,161.19,0.22,2,7,1.5,377.18
11303,3988,1515,2,2,7,300.78,0.06,2,8,2.4,1979.13
11304,4002,1349,2,1,5,425.38,0.07,0,10,4.8,1978.02
11305,4016,1842,3,2,5,592.04,0.35,2,8,1.5,1924.13
11306,4030,1445,2,2,4,273.28,0.26,1,7,4.3,808.91
11307,4058,1829,1,0,2,318.14,0.34,2,4,3.1,419.94
11308,4072,1349,2,1,2,320.26,0.1,0,4,3.5,576.47
11309,4170,1606,0,0,4,330.57,0.06,1,10,1.7,1242.94
11310,4324,1663,1,0,2,317.88,0.18,0,9,1.6,521.32
11311,4478,1822,2,1,3,20.13,0.17,0,10,1.7,50.12
11312,4520,1136,1,2,4,16.01,0.06,1,9,3.7,60.2
11313,4534,1758,3,0,4,72.13,0.26,1,5,4.0,213.5
11314,4548,1898,0,1,2,74.41,0.13,1,7,4.7,129.47
11315,4562,1242,2,2,1,427.36,0.07,1,7,2.6,397.44
11316,4576,1542,0,0,2,134.88,0.12,1,9,2.8,237.39
11317,4590,1039,0,0,6,538.41,0.2,1,7,2.9,2584.37
11318,4184,1228,0,0,1,558.23,0.25,1,8,2.1,418.67
11319,4198,1547,1,2,4,585.9,0.17,2,7,2.3,1945.19
11320,4212,1919,1,0,1,564.36,0.18,0,11,4.4,462.78
11321,4226,1222,1,2,3,174.05,0.05,1,4,2.4,496.04
11322,4240,1005,3,3,5,313.22,0.32,2,2,4.5,1064.95
11323,4254,1321,1,0,1,117.64,0.33,0,3,2.2,78.82
11324,4268,1467,3,3,6,486.63,0.24,0,7,2.4,2219.03
11325,4282,1731,1,1,5,534.73,0.01,0,11,3.2,2646.91
11326,4296,1074,3,0,3,513.0,0.19,1,11,1.4,1246.59
11327,4310,1003,3,1,6,268.52,0.22,1,9,4.7,1256.67
11328,4338,1846,2,1,7,458.82,0.35,1,11,4.3,2087.63
11329,4352,1645,3,1,5,72.08,0.35,0,2,3.7,234.26
11330,4366,1117,1,3,7,38.54,0.3,0,7,5.0,188.85
11331,4380,1880,3,2,3,455.64,0.02,0,4,1.1,1339.58
11332,4394,1605,1,3,5,263.83,0.33,1,7,2.6,883.83
11333,4408,1503,1,3,5,597.4,0.21,0,5,4.4,2359.73
11334,4422,1997,0,1,2,71.89,0.28,0,7,2.7,103.52
11335,4436,1946,2,0,6,515.54,0.14,2,6,1.0,2660.19
11336,4450,1573,3,2,6,295.79,0.11,1,2,1.6,1579.52
11337,4464,1440,1,1,1,498.88,0.16,2,7,2.7,419.06
11338,4492,1193,1,2,7,493.02,0.05,2,5,3.7,3278.58
11339,4506,1846,2,3,7,550.86,0.12,0,9,1.7,3393.3
11340,4604,1714,1,2,6,189.24,0.3,0,11,2.8,794.81
11341,4748,1391,2,2,6,570.63,0.01,1,1,1.1,3389.54
11342,4892,1025,2,0,5,103.73,0.05,2,1,2.9,492.72
11343,4919,1434,2,1,7,62.95,0.04,1,2,4.6,423.02
11344,4933,1172,2,2,4,267.5,0.14,0,8,3.4,920.2
11345,4947,1299,0,2,2,499.57,0.35,1,11,2.8,649.44
11346,4961,1644,0,3,1,291.95,0.06,1,9,1.6,274.43
11347,4975,1325,1,3,2,500.13,0.05,0,11,1.8,950.25
11348,4989,1409,3,2,1,441.87,0.32,2,11,1.3,300.47
11349,4618,1117,2,1,3,137.52,0.31,0,7,4.0,284.67
11350,4631,1835,3,2,5,570.1,0.01,2,1,1.3,2822.0
11351,4644,1786,3,2,6,50.56,0.26,0,7,2.5,224.49
11352,4657,1723,0,0,6,540.49,0.23,1,8,4.0,2497.06
11353,4670,1224,1,1,4,193.1,0.27,1,7,3.9,563.85
11354,4683,1531,3,0,7,307.59,0.17,0,5,3.3,1787.1
11355,4696,1112,2,1,7,262.08,0.35,1,7,3.3,1192.46
11356,4709,1139,0,1,2,115.52,0.02,0,10,1.4,226.42
11357,4722,1558,2,1,2,224.52,0.08,1,11,1.7,413.12
11358,4735,1000,1,0,2,127.87,0.14,1,2,3.1,219.94
11359,4762,1089,3,0,7,134.27,0.16,0,9,2.4,789.51
11360,4775,1653,3,0,6,124.43,0.32,0,2,1.1,507.67
11361,4788,1319,2,3,7,301.08,0.2,1,2,4.2,1686.05
11362,4801,1549,0,0,2,481.79,0.02,1,5,3.6,944.31
11363,4814,1804,2,3,5,347.85,0.14,1,8,2.3,1495.76
11364,4827,1893,1,3,1,537.53,0.15,1,6,1.4,456.9
11365,4840,1138,2,3,6,387.38,0.34,0,9,3.4,1534.02
11366,4853,1510,2,2,5,418.26,0.21,0,6,2.4,1652.13
11367,4866,1867,1,2,3,405.55,0.22,1,5,2.0,948.99
11368,4879,1844,1,2,5,277.93,0.25,1,1,3.9,1042.24
11369,4906,1258,2,3,5,418.26,0.27,1,8,2.3,1526.65
11370,437,1672,2,3,3,55.78,0.22,1,3,1.5,130.53
11371,580,1901,1,1,5,518.01,0.08,0,2,2.9,2382.85
11372,723,1689,3,3,1,470.02,0.31,1,7,4.3,324.31
11373,762,1009,0,2,6,158.46,0.26,1,11,4.4,703.56
11374,775,1260,2,3,4,464.3,0.26,0,2,4.4,1374.33
11375,788,1918,1,3,7,22.4,0.35,1,1,2.7,101.92
11376,801,1649,2,1,3,142.09,0.28,0,11,4.2,306.91
11377,814,1171,2,3,6,53.11,0.29,0,2,4.4,226.25
11378,827,1897,3,0,2,471.43,0.33,1,6,2.8,631.72
11379,450,1012,1,1,1,457.19,0.05,0,2,2.3,434.33
11380,463,1167,2,3,4,490.98,0.17,0,1,3.8,1630.05
11381,476,1641,2,3,1,17.62,0.2,0,1,4.6,14.1
11382,489,1595,2,1,1,308.22,0.12,0,4,4.9,271.23
11383,502,1320,3,3,2,427.33,0.29,2,8,2.2,606.81
11384,515,1318,0,2,4,105.91,0.27,2,6,4.8,309.26
11385,528,1612,2,0,7,395.13,0.25,0,4,3.0,2074.43
11386,541,1328,2,0,1,64.2,0.35,2,6,2.2,41.73
11387,554,1784,0,2,2,121.08,0.09,1,6,5.0,220.37
11388,567,1776,0,3,3,293.34,0.26,0,9,4.5,651.21
11389,593,1970,1,3,2,397.34,0.19,1,4,3.8,643.69
11390,606,1910,2,0,5,100.33,0.11,1,6,4.6,446.47
11391,619,1919,2,3,6,123.36,0.06,0,10,3.7,695.75
11392,632,1549,1,0,2,134.6,0.31,0,1,2.8,185.75
11393,645,1418,1,0,2,154.64,0.21,1,7,4.8,244.33
11394,658,1605,2,2,2,147.53,0.29,0,7,4.9,209.49
11395,671,1094,1,0,7,246.16,0.19,0,11,2.3,1395.73
11396,684,1816,2,3,1,397.47,0.08,1,1,2.4,365.67
11397,697,1580,3,3,7,271.25,0.12,1,8,2.5,1670.9
11398,710,1317,2,1,4,468.94,0.13,1,5,4.3,1631.91
11399,736,1955,2,3,2,435.77,0.34,1,9,4.2,575.22
11400,749,1235,1,1,2,89.02,0.0,0,8,4.9,178.04
11401,840,1945,1,0,5,43.57,0.34,1,3,2.9,143.78
11402,983,1333,0,3,5,528.6,0.34,1,1,3.9,1744.38
11403,1126,1884,1,2,3,61.7,0.35,0,3,4.4,120.32
11404,1152,1375,2,2,3,101.78,0.17,0,2,1.9,253.43
11405,1165,1458,3,2,5,27.95,0.34,1,2,3.5,92.23
11406,1178,1136,2,0,4,382.58,0.14,1,11,3.2,1316.08
11407,1191,1929,0,0,3,355.69,0.01,1,4,4.0,1056.4
11408,1204,1587,1,1,6,592.34,0.08,0,2,3.8,3269.72
11409,1217,1994,1,2,6,533.86,0.33,2,8,4.3,2146.12
11410,853,1546,2,1,4,255.34,0.0,0,5,2.2,1021.36
11411,866,1512,1,1,5,232.38,0.19,1,1,1.9,941.14
11412,879,1295,3,3,3,188.66,0.03,0,6,4.2,549.0
11413,892,1319,3,3,2,104.16,0.1,1,7,2.4,187.49
11414,905,1917,2,2,5,95.78,0.03,1,1,2.2,464.53
11415,918,1571,2,0,3,92.39,0.3,1,3,2.3,194.02
11416,931,1831,3,3,4,81.76,0.21,0,9,1.3,258.36
11417,944,1348,0,0,6,155.7,0.32,0,7,4.1,635.26
11418,957,1839,2,1,4,194.4,0.24,0,4,3.9,590.98
11419,970,1778,1,1,3,577.52,0.34,0,6,3.2,1143.49
11420,996,1872,2,1,4,353.41,0.18,1,6,3.9,1159.18
11421,1009,1228,0,1,3,592.74,0.22,1,3,2.5,1387.01
11422,1022,1269,2,2,3,232.89,0.2,0,2,2.2,558.94
11423,1035,1827,2,1,4,282.71,0.17,0,5,4.4,938.6
11424,1048,1797,3,3,1,204.88,0.3,0,8,2.7,143.42
11425,1061,1290,2,1,2,121.99,0.23,1,3,1.8,187.86
11426,1074,1724,1,0,5,98.75,0.28,0,5,4.0,355.5
11427,1087,1164,1,3,6,567.87,0.28,1,3,2.3,2453.2
11428,1100,1004,2,0,2,592.28,0.07,0,7,1.8,1101.64
11429,1113,1850,1,0,5,41.27,0.23,0,6,1.1,158.89
11430,1139,1378,1,2,5,102.95,0.07,2,6,4.9,478.72
11431,1230,1077,2,2,6,262.76,0.2,1,1,2.9,1261.25
11432,1373,1409,1,0,2,124.01,0.24,0,2,1.6,188.5
11433,1516,1573,3,0,6,227.87,0.35,0,6,4.0,888.69
11434,1555,1131,3,1,3,90.52,0.01,1,8,4.6,268.84
11435,1568,1600,2,3,6,282.06,0.03,1,5,3.1,1641.59
11436,1581,1748,2,1,4,173.94,0.03,0,2,1.1,674.89
11437,1594,1041,2,2,1,220.86,0.14,1,5,2.5,189.94
11438,1607,1088,1,2,1,70.17,0.29,1,9,2.0,49.82
11439,1620,1401,1,1,1,265.45,0.3,2,6,3.5,185.81
11440,1243,1295,3,3,2,590.21,0.26,0,5,3.1,873.51
11441,1256,1839,2,0,2,207.37,0.31,1,10,2.4,286.17
11442,1269,1294,2,1,3,527.71,0.11,0,6,3.6,1408.99
11443,1282,1615,1,2,7,508.27,0.03,0,11,3.3,3451.15
11444,1295,1525,3,3,1,571.95,0.02,2,9,4.6,560.51
11445,1308,1799,2,2,3,477.21,0.3,0,7,3.4,1002.14
11446,1321,1690,1,3,7,400.86,0.26,2,10,3.0,2076.45
11447,1334,1636,2,3,1,516.1,0.24,1,3,4.3,392.24
11448,1347,1421,0,3,2,59.25,0.12,0,10,1.8,104.28
11449,1360,1864,0,1,7,285.76,0.13,1,10,2.0,1740.28
11450,1386,1022,2,1,4,593.71,0.34,1,5,4.1,1567.39
11451,1399,1574,2,1,4,465.22,0.02,0,4,2.8,1823.66
11452,1412,1142,1,3,4,577.81,0.27,1,11,2.6,1687.21
11453,1425,1992,2,3,6,471.09,0.11,0,5,4.5,2515.62
11454,1438,1664,3,2,4,526.81,0.01,2,8,3.4,2086.17
11455,1451,1144,3,0,5,428.32,0.26,1,11,4.2,1584.78
11456,1464,1224,3,1,1,459.89,0.12,1,6,4.2,404.7
11457,1477,1502,3,3,4,321.06,0.25,0,4,1.5,963.18
11458,1490,1961,1,2,7,555.68,0.25,2,5,3.6,2917.32
11459,1503,1973,2,2,5,497.65,0.19,0,11,4.8,2015.48
11460,1529,1820,3,2,5,508.67,0.27,0,7,2.9,1856.65
11461,1542,1615,1,1,5,408.71,0.2,1,8,3.9,1634.84
11462,4,1103,3,1,3,193.18,0.1,1,5,3.3,521.59
11463,158,1946,2,0,7,35.84,0.26,0,2,1.8,185.65
11464,312,1038,2,2,3,562.36,0.21,1,6,1.8,1332.79
11465,354,1946,0,1,5,357.88,0.0,2,9,2.7,1789.4
11466,368,1197,2,2,6,189.41,0.32,0,3,2.9,772.79
11467,382,1645,0,3,4,102.24,0.19,0,7,3.0,331.26
11468,396,1578,0,2,1,500.27,0.3,0,8,4.8,350.19
11469,410,1390,3,0,7,504.36,0.31,0,6,1.4,2436.06
11470,424,1178,3,1,6,491.49,0.16,0,3,2.5,2477.11
11471,18,1967,1,3,2,392.37,0.18,2,1,3.1,643.49
11472,32,1553,0,1,3,229.12,0.15,2,3,4.9,584.26
11473,46,1447,2,3,4,192.88,0.16,2,11,3.0,648.08
11474,60,1499,1,2,4,20.0,0.31,2,6,4.1,55.2
11475,74,1014,1,2,2,502.66,0.28,0,11,4.0,723.83
11476,88,1622,1,0,2,66.15,0.04,0,4,3.3,127.01
11477,102,1668,1,0,7,383.99,0.21,1,1,1.5,2123.46
11478,116,1288,2,3,4,309.88,0.35,1,6,1.9,805.69
11479,130,1477,1,0,2,323.11,0.21,1,1,2.0,510.51
11480,144,1230,0,0,4,557.13,0.28,1,8,1.2,1604.53
11481,172,1922,2,0,6,33.49,0.27,1,3,2.5,146.69
11482,186,1419,0,0,7,467.43,0.12,1,3,3.4,2879.37
11483,200,1156,3,2,2,45.45,0.13,2,1,1.6,79.08
11484,214,1549,3,0,6,37.32,0.25,2,3,1.7,167.94
11485,228,1440,1,2,6,266.44,0.17,1,7,3.8,1326.87
11486,242,1096,3,2,2,51.9,0.2,1,10,1.7,83.04
11487,256,1996,2,1,7,476.65,0.25,2,8,1.5,2502.41
11488,270,1410,3,2,4,324.79,0.27,2,11,4.9,948.39
11489,284,1950,2,2,5,31.99,0.1,2,8,1.1,143.95
11490,298,1288,0,0,4,38.69,0.05,2,3,2.3,147.02
11491,326,1253,0,2,1,373.41,0.1,2,5,1.1,336.07
11492,340,1195,2,3,2,486.58,0.18,1,1,4.4,797.99
11493,1634,1597,2,0,3,271.11,0.12,1,9,3.3,715.73
11494,1788,1833,3,0,7,339.43,0.2,0,8,1.2,1900.81
11495,1931,1521,2,0,2,482.9,0.02,1,10,3.5,946.48
11496,1945,1516,0,1,1,372.15,0.18,2,2,1.5,305.16
11497,1959,1634,2,0,6,146.48,0.13,0,10,3.0,764.63
11498,1973,1841,2,2,3,373.64,0.19,0,1,3.7,907.95
11499,1987,1864,0,3,3,382.54,0.15,1,4,1.6,975.48
11500,2001,1117,3,0,4,444.45,0.1,0,9,3.0,1600.02
11501,2015,1805,3,0,5,378.21,0.32,0,8,2.8,1285.91
11502,1648,1908,2,3,4,582.01,0.06,2,3,4.7,2188.36
11503,1662,1158,3,0,7,130.41,0.24,1,10,5.0,693.78
11504,1676,1814,1,1,3,571.39,0.32,2,6,3.6,1165.64
11505,1690,1227,1,2,3,329.93,0.19,2,9,4.4,801.73
11506,1704,1876,3,3,5,408.09,0.31,0,10,3.6,1407.91
11507,1718,1215,1,3,7,73.19,0.04,0,8,4.5,491.84
11508,1732,1947,1,1,2,237.64,0.17,0,10,2.7,394.48
11509,1746,1695,2,2,5,465.09,0.16,1,5,3.4,1953.38
11510,1760,1014,3,1,6,428.54,0.0,1,9,4.4,2571.24
11511,1774,1156,2,2,4,38.48,0.16,2,9,4.7,129.29
11512,1802,1647,3,1,2,334.76,0.13,0,3,1.1,582.48
11513,1816,1260,2,0,4,66.64,0.23,1,8,1.4,205.25
11514,1830,1156,1,1,5,597.58,0.33,0,4,4.7,2001.89
11515,1844,1046,3,3,2,539.92,0.03,1,10,3.3,1047.44
11516,1858,1323,2,3,5,27.33,0.11,1,7,5.0,121.62
11517,1872,1843,2,3,6,517.31,0.16,0,10,4.2,2607.24
11518,1886,1684,2,1,1,552.87,0.16,1,8,4.3,464.41
11519,1900,1129,1,3,3,221.83,0.27,1,7,2.5,485.81
11520,1914,1410,3,3,7,435.91,0.16,0,5,2.0,2563.15
11521,2029,1094,2,0,2,273.63,0.01,0,11,3.4,541.79
11522,2183,1626,3,0,3,398.31,0.25,1,1,4.5,896.2
11523,2337,1754,2,2,1,214.09,0.31,1,8,3.9,147.72
11524,2379,1931,1,2,2,203.7,0.18,1,5,2.9,334.07
11525,2393,1291,0,2,3,263.29,0.2,1,3,4.0,631.9
11526,2407,1793,2,1,3,100.16,0.06,1,2,3.8,282.45
11527,2421,1810,1,2,2,501.22,0.08,1,3,4.7,922.24
11528,2435,1282,2,1,3,218.99,0.08,1,9,2.1,604.41
11529,2449,1068,2,1,3,249.09,0.15,2,2,1.5,635.18
11530,2043,1659,2,2,2,538.02,0.32,1,10,2.9,731.71
11531,2057,1010,2,2,7,305.52,0.18,1,1,2.4,1753.68
11532,2071,1253,1,1,3,333.39,0.07,1,2,4.9,930.16
11533,2085,1841,1,0,3,574.55,0.09,1,2,1.0,1568.52
11534,2099,1871,1,3,7,533.73,0.13,0,11,4.7,3250.42
11535,2113,1549,2,3,4,114.14,0.22,1,5,4.8,356.12
11536,2127,1133,2,3,6,291.83,0.15,1,1,1.2,1488.33
11537,2141,1711,3,0,4,583.21,0.14,1,10,4.6,2006.24
11538,2155,1022,0,1,1,232.83,0.2,0,8,2.9,186.26
11539,2169,1814,2,2,4,232.37,0.08,1,2,4.1,855.12
11540,2197,1345,0,1,4,129.09,0.03,0,6,1.3,500.87
11541,2211,1301,1,1,1,81.88,0.01,1,5,4.8,81.06
11542,2225,1362,1,2,3,448.08,0.09,1,2,3.4,1223.26
11543,2239,1395,1,0,3,465.47,0.03,0,10,4.6,1354.52
11544,2253,1217,2,3,4,581.87,0.12,0,1,3.7,2048.18
11545,2267,1140,2,3,1,467.45,0.27,0,6,3.1,341.24
11546,2281,1615,1,1,3,157.36,0.25,1,6,1.7,354.06
11547,2295,1957,2,0,5,38.47,0.21,0,3,1.7,151.96
11548,2309,1209,0,3,2,591.48,0.3,1,8,2.9,828.07
11549,2323,1984,1,0,2,214.16,0.1,0,9,4.5,385.49
11550,2351,1992,2,2,6,197.5,0.31,0,3,1.5,817.65
11551,2365,1622,3,1,2,544.98,0.14,1,9,5.0,937.37
11552,2463,1615,2,1,4,357.28,0.14,0,8,4.5,1229.04
11553,2617,1827,1,0,2,140.7,0.14,0,5,2.6,242.0
11554,2771,1682,3,3,2,535.12,0.03,1,6,2.0,1038.13
11555,2799,1459,0,0,5,596.12,0.34,2,1,4.7,1967.2
11556,2813,1355,3,2,3,65.71,0.05,2,5,1.5,187.27
11557,2827,1323,3,3,5,519.42,0.12,1,10,2.4,2285.45
11558,2841,1132,3,3,4,243.45,0.11,2,10,1.3,866.68
11559,2855,1887,0,0,2,321.58,0.03,1,7,4.8,623.87
11560,2869,1804,2,2,7,550.17,0.05,0,1,3.5,3658.63
11561,2477,1839,2,3,3,584.43,0.02,2,10,2.3,1718.22
11562,2491,1126,2,1,6,168.37,0.1,0,9,2.1,909.2
11563,2505,1105,2,2,6,139.52,0.3,1,7,2.8,585.98
11564,2519,1603,3,3,2,62.1,0.12,2,4,1.4,109.3
11565,2533,1798,1,0,2,343.65,0.04,1,11,4.6,659.81
11566,2547,1377,1,3,6,22.96,0.23,1,4,3.0,106.08
11567,2561,1904,2,1,6,255.96,0.35,1,11,3.9,998.24
11568,2575,1050,3,2,7,57.93,0.08,2,10,1.9,373.07
11569,2589,1028,2,3,4,252.06,0.1,2,7,3.0,907.42
11570,2603,1461,3,1,2,38.36,0.34,1,6,1.8,50.64
11571,2631,1295,1,3,6,503.6,0.06,2,3,4.3,2840.3
11572,2645,1296,2,3,7,137.7,0.18,1,9,4.1,790.4
11573,2659,1725,2,2,1,207.06,0.08,2,6,1.6,190.5
11574,2673,1778,2,0,6,523.98,0.33,0,11,1.3,2106.4
11575,2687,1406,3,0,3,451.57,0.34,1,2,4.3,894.11
11576,2701,1768,0,1,3,143.14,0.29,1,10,1.4,304.89
11577,2715,1813,1,1,1,57.06,0.11,1,2,3.2,50.78
11578,2729,1612,2,1,4,433.67,0.14,1,1,3.1,1491.82
11579,2743,1404,1,2,2,243.56,0.08,0,11,1.8,448.15
11580,2757,1345,3,0,2,463.16,0.31,1,5,3.4,639.16
11581,2785,1621,3,1,6,275.5,0.32,2,10,3.0,1124.04
11582,2883,1419,2,1,3,217.41,0.15,0,6,3.0,554.4
11583,3037,1181,2,3,4,278.96,0.23,0,3,2.4,859.2
11584,3191,1982,3,3,4,452.91,0.06,1,4,4.4,1702.94
11585,3233,1824,1,1,4,542.8,0.15,2,5,1.3,1845.52
11586,3247,1000,2,3,6,44.11,0.22,0,4,2.8,206.43
11587,3261,1830,2,3,2,321.61,0.13,2,9,2.0,559.6
11588,3275,1949,1,3,4,34.21,0.13,2,3,4.4,119.05
11589,3289,1566,0,2,6,289.02,0.0,1,5,1.9,1734.12
11590,3303,1370,0,1,6,532.89,0.28,1,7,4.1,2302.08
11591,2897,1935,1,1,1,226.53,0.31,2,7,3.4,156.31
11592,2911,1910,1,3,5,560.48,0.34,2,6,4.5,1849.58
11593,2925,1660,2,2,4,383.91,0.25,0,9,3.4,1151.73
11594,2939,1430,1,3,5,561.48,0.19,1,7,3.2,2273.99
11595,2953,1968,1,2,2,457.94,0.09,0,11,4.2,833.45
11596,2967,1308,1,1,6,75.51,0.35,1,4,3.2,294.49
11597,2981,1136,1,3,7,150.22,0.21,1,11,4.4,830.72
11598,2995,1201,2,1,4,245.59,0.24,0,10,1.2,746.59
11599,3009,1435,2,2,7,114.51,0.24,1,9,3.0,609.19
11600,3023,1312,2,0,3,304.52,0.3,0,6,4.3,639.49
11601,3051,1116,2,2,2,290.75,0.0,2,1,4.4,581.5
11602,3065,1665,2,0,1,574.41,0.08,2,9,4.3,528.46
11603,3079,1936,0,1,1,268.73,0.23,2,11,3.4,206.92
11604,3093,1802,1,1,5,474.59,0.31,2,7,5.0,1637.34
11605,3107,1574,1,3,6,566.02,0.24,1,6,1.7,2581.05
11606,3121,1243,0,0,5,528.04,0.14,2,6,1.7,2270.57
11607,3135,1536,0,2,3,137.07,0.13,2,4,1.1,357.75
11608,3149,1601,1,1,3,305.18,0.26,2,4,5.0,677.5
11609,3163,1074,3,0,1,218.43,0.26,0,11,2.4,161.64
11610,3177,1805,2,2,7,248.92,0.21,1,3,4.0,1376.53
11611,3205,1385,2,0,4,226.07,0.1,1,8,1.2,813.85
11612,3219,1902,1,2,1,498.42,0.32,1,8,2.2,338.93
11613,3317,1209,3,2,1,279.5,0.19,2,2,3.5,226.4
11614,3471,1474,3,2,7,321.36,0.28,0,5,3.1,1619.65
11615,3625,1417,2,2,7,589.73,0.08,2,9,1.8,3797.86
11616,3653,1346,2,0,3,50.09,0.12,0,9,2.8,132.24
11617,3667,1528,1,0,7,300.46,0.31,0,7,1.4,1451.22
11618,3681,1639,2,3,5,467.83,0.02,1,4,3.2,2292.37
11619,3695,1938,1,0,3,103.43,0.18,1,4,1.4,254.44
11620,3709,1954,3,0,7,372.75,0.17,1,10,3.5,2165.68
11621,3723,1875,3,3,6,155.09,0.26,0,11,1.6,688.6
11622,3331,1762,3,0,3,522.43,0.1,1,7,3.2,1410.56
11623,3345,1178,0,2,3,206.35,0.08,0,3,1.5,569.53
11624,3359,1181,1,1,1,207.5,0.32,1,3,2.6,141.1
